,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
868,Russia,2017,5.963,49,Commonwealth of Independent States,5.578742981,10.16301918,0.896151304,63.45000076,0.73087424,-0.148514807,0.861590207,0.650563896,0.194560528
869,Russia,2018,5.81,59,Commonwealth of Independent States,5.513500214,10.19078541,0.908726096,63.82500076,0.7292822,-0.150907248,0.865311563,0.615011394,0.198796302
870,Russia,2019,5.648,68,Commonwealth of Independent States,5.440523624,10.21297646,0.910098851,64.19999695,0.714766085,-0.119939663,0.847705066,0.632024169,0.200421557
871,Russia,2020,5.546,73,Commonwealth of Independent States,5.495288849,10.18805695,0.887020171,64.57499695,0.714466453,-0.07624834,0.823047519,0.620991707,0.189521536
872,Russia,2021,5.477,76,Commonwealth of Independent States,5.448261261,10.23853397,0.861716568,64.94999695,0.670810163,0.055832274,0.807839274,0.590086401,0.1900727
873,Russia,2022,5.459,80,Commonwealth of Independent States,6.044072628,10.20286655,0.919851005,65.32499695,0.776063859,-0.07043764,0.766522646,0.61367172,0.211204171
874,Rwanda,2013,3.715,152,Sub-Saharan Africa,3.466387749,7.423007488,0.749632955,57.70000076,0.904272258,-0.027295494,0.117165409,0.727639854,0.167348459
875,Rwanda,2015,3.465,154,Sub-Saharan Africa,3.483108997,7.520081043,0.678143561,58.90000153,0.907892346,0.025167169,0.09460447,0.69152987,0.206402764
876,Rwanda,2016,3.515,152,Sub-Saharan Africa,3.332989931,7.55364418,0.665130913,59.22499847,0.910736382,0.02516127,0.158601388,0.714600325,0.285384238
877,Rwanda,2017,3.471,151,Sub-Saharan Africa,3.10837388,7.567848682,0.516550004,59.54999924,0.908114851,0.051283699,0.213757217,0.724039674,0.358309627
878,Rwanda,2018,3.408,151,Sub-Saharan Africa,3.5610466,7.625810146,0.616172731,59.875,0.924231648,0.056681484,0.163809955,0.76513201,0.308199167
879,Rwanda,2019,3.334,152,Sub-Saharan Africa,3.268152237,7.692296505,0.489458233,60.20000076,0.868999183,0.063509397,0.167970896,0.716731012,0.417667687
880,Saudi Arabia,2013,6.48,33,Middle East and North Africa,6.495132923,10.72929192,0.826695323,62.79999924,0.661042333,-0.082015999,,0.691165626,0.275550067
881,Saudi Arabia,2015,6.411,35,Middle East and North Africa,6.345491886,10.76594162,0.819749713,63.20000076,0.820207238,-0.046798836,,0.667652607,0.327139378
882,Saudi Arabia,2016,6.379,35,Middle East and North Africa,6.473921299,10.76236629,0.889932334,63.40000153,0.774267733,-0.134484515,,0.72494626,0.266292661
883,Saudi Arabia,2017,6.344,37,Middle East and North Africa,6.294282436,10.73194122,0.840086281,63.59999847,0.814142168,-0.133074358,,0.702724814,0.305841893
884,Saudi Arabia,2018,6.371,33,Middle East and North Africa,6.356393337,10.73293114,0.867848396,63.79999924,0.85492152,-0.193836868,,0.695532978,0.288379908
885,Saudi Arabia,2019,6.375,28,Middle East and North Africa,6.561247349,10.71341705,0.911718428,64.0,0.891086578,-0.147963375,,0.673558295,0.237737328
886,Saudi Arabia,2020,6.406,27,Middle East and North Africa,6.559588432,10.66643333,0.890255928,64.19999695,0.884220123,-0.112286396,,0.701878786,0.251199067
887,Saudi Arabia,2021,6.494,26,Middle East and North Africa,6.44529438,10.69962692,0.859361112,64.40000153,0.902473032,-0.102417298,,0.728473246,0.228370279
888,Saudi Arabia,2022,6.523,25,Middle East and North Africa,6.381610394,10.78055954,0.900104523,64.59999847,,-0.027261315,,0.67745918,0.204955861
889,Senegal,2013,3.959,147,Sub-Saharan Africa,3.647367001,7.942817688,0.822957873,57.59999847,0.635539532,-0.054996092,0.836612225,0.694229305,0.165078521
890,Senegal,2015,3.904,142,Sub-Saharan Africa,4.61700058,8.010486603,0.70153451,58.20000076,0.719533265,-0.114150435,0.765490174,0.709879577,0.207667634
891,Senegal,2016,4.219,128,Sub-Saharan Africa,4.59453392,8.045083046,0.838994384,58.5,0.743729651,-0.088741489,0.794353724,0.781317413,0.244851768
892,Senegal,2017,4.535,115,Sub-Saharan Africa,4.683024883,8.089234352,0.743759334,58.79999924,0.686937034,-0.046760537,0.825241864,0.75147438,0.290836066
893,Senegal,2018,4.631,109,Sub-Saharan Africa,4.769377232,8.122329712,0.739354789,59.09999847,0.629223466,-0.076827593,0.80477947,0.724179924,0.247074723
894,Senegal,2019,4.681,111,Sub-Saharan Africa,5.488736629,8.1404562,0.687614083,59.40000153,0.758841753,-0.02160956,0.79567343,0.768190622,0.331925839
895,Senegal,2020,4.981,101,Sub-Saharan Africa,4.756773472,8.12678051,0.620670676,59.70000076,0.797190309,-0.048871942,0.855092525,0.815910876,0.268333048
896,Senegal,2021,5.132,92,Sub-Saharan Africa,4.902830601,8.159204483,0.645179272,60.0,0.758525133,0.02992768,0.82134825,0.812411606,0.264975786
897,Senegal,2022,5.046,103,Sub-Saharan Africa,4.90681982,8.180175781,0.609188676,60.29999924,0.758471966,0.051875819,0.854231179,0.812712252,0.286798924
898,Serbia,2013,4.813,106,Central and Eastern Europe,5.101840496,9.642289162,0.828068733,66.12000275,0.532839715,-0.103494741,0.908122003,0.504834771,0.403452963
899,Serbia,2015,5.123,87,Central and Eastern Europe,5.317685127,9.653808594,0.81625104,66.40000153,0.545892,-0.065739132,0.859358013,0.472240627,0.302544028
900,Serbia,2016,5.177,86,Central and Eastern Europe,5.752754688,9.691885948,0.894894958,66.52500153,0.614370823,-0.071555763,0.889765203,0.492267966,0.298126608
901,Serbia,2017,5.395,73,Central and Eastern Europe,5.122031212,9.718001366,0.883770406,66.65000153,0.684846342,-0.08121831,0.851457834,0.484643012,0.326407075
902,Serbia,2018,5.398,78,Central and Eastern Europe,5.936493397,9.767436028,0.852945328,66.77500153,0.739891827,-0.103393145,0.863723576,0.527079105,0.296295851
903,Serbia,2019,5.603,70,Central and Eastern Europe,6.241407394,9.815207481,0.903294265,66.90000153,0.752504587,-0.043919254,0.813141823,0.474295795,0.24213022
904,Serbia,2020,5.778,64,Central and Eastern Europe,6.041546345,9.812794685,0.852101862,67.02500153,0.843479872,0.144174546,0.824472487,0.579138815,0.357580274
905,Serbia,2021,6.078,48,Central and Eastern Europe,6.245267391,9.89501667,0.890106082,67.15000153,0.850367904,0.263601363,0.806221604,0.567632556,0.311130971
906,Sierra Leone,2013,4.318,127,Sub-Saharan Africa,4.514291286,7.557335854,0.708426833,48.93999863,0.719510674,-0.071611904,0.855862677,0.54046613,0.422833472
907,Sierra Leone,2015,4.507,123,Sub-Saharan Africa,4.908617973,7.322221279,0.610593736,49.70000076,0.624296129,0.050859679,0.824828029,0.625677109,0.414426446
908,Sierra Leone,2016,4.635,111,Sub-Saharan Africa,4.732953072,7.356818199,0.656723499,50.5,0.681202114,0.10663873,0.863264859,0.61588484,0.456180692
909,Sierra Leone,2017,4.709,106,Sub-Saharan Africa,4.089562416,7.373677731,0.652287126,51.29999924,0.710613549,0.079910822,0.848398328,0.606894493,0.495040029
910,Sierra Leone,2018,4.571,113,Sub-Saharan Africa,4.305683136,7.384089947,0.649638355,52.09999847,0.716484487,0.096171036,0.855733216,0.533417523,0.466266662
911,Sierra Leone,2019,4.374,129,Sub-Saharan Africa,3.447381496,7.411970139,0.610779762,52.90000153,0.717769563,0.075263605,0.873861432,0.521150649,0.438134462
912,Sierra Leone,2021,3.849,138,Sub-Saharan Africa,3.714294434,7.386903286,0.609334111,54.5,0.659139514,0.109318823,0.851488411,0.537982225,0.448415697
913,Sierra Leone,2022,3.574,140,Sub-Saharan Africa,2.560429573,7.401130676,0.502167702,55.29999924,0.659596384,0.10053613,0.861837387,0.493700534,0.504606605
914,Singapore,2013,6.546,30,Southeast Asia,6.53320694,11.35511017,0.807910562,72.83999634,0.827102542,0.110323042,0.242398053,0.662853122,0.147687554
915,Singapore,2015,6.798,24,Southeast Asia,6.619524956,11.39819622,0.86643666,73.19999695,0.886890888,0.145017698,0.098943882,0.736193538,0.141585171
916,Singapore,2016,6.739,22,Southeast Asia,6.033480644,11.42021847,0.925128222,73.30000305,0.903735638,0.13801676,0.047311153,0.745386899,0.110942468
917,Singapore,2017,6.572,26,Southeast Asia,6.378437996,11.46489334,0.897349894,73.40000153,0.926127851,0.13043122,0.161790684,0.749874413,0.179324552
918,Singapore,2018,6.343,34,Southeast Asia,6.374564171,11.49615479,0.902840674,73.5,0.91607821,-0.071186461,0.096562929,0.731057048,0.106870778
919,Singapore,2019,6.262,34,Southeast Asia,6.378359795,11.49560928,0.924918354,73.59999847,0.938041747,0.021643154,0.069619603,0.674223006,0.138069153
920,Singapore,2021,6.377,32,Southeast Asia,6.586717129,11.57149792,0.876408994,73.80000305,0.878701091,0.062738985,0.144935384,0.696990192,0.159802228
921,Slovakia,2013,5.969,46,Central and Eastern Europe,5.936527252,10.19055843,0.909378529,67.16000366,0.597935796,-0.052728705,0.914539933,0.612062037,0.276509553
922,Slovakia,2015,5.995,45,Central and Eastern Europe,6.162004471,10.26563263,0.94345367,67.59999847,0.587157667,-0.129930854,0.92754513,0.632166922,0.269246429
923,Slovakia,2016,6.078,45,Central and Eastern Europe,5.993163109,10.28359699,0.945179105,67.82499695,0.700098515,-0.062600099,0.916609168,0.688296258,0.232091576
924,Slovakia,2017,6.098,40,Central and Eastern Europe,6.365509033,10.31100178,0.913386643,68.05000305,0.714224696,-0.056424432,0.920422673,0.709385633,0.21272248
925,Slovakia,2018,6.173,39,Central and Eastern Europe,6.23511076,10.34912968,0.922378719,68.27500153,0.757634044,-0.169438615,0.909944654,0.669736266,0.253190041
926,Slovakia,2019,6.198,38,Central and Eastern Europe,6.243428707,10.37266159,0.933088303,68.5,0.771121562,-0.131159246,0.925846696,0.676153421,0.251806319
927,Slovakia,2020,6.281,37,Central and Eastern Europe,6.519098282,10.33747482,0.954159975,68.72499847,0.76189661,-0.079218529,0.900533676,0.694529951,0.274447888
928,Slovakia,2021,6.331,34,Central and Eastern Europe,6.418503761,10.36929607,0.951163888,68.94999695,0.74153322,0.045955859,0.895546556,0.69156754,0.241131321
929,Slovenia,2013,6.06,44,Central and Eastern Europe,5.974888802,10.38077831,0.932119727,69.68000031,0.890059829,0.032069143,0.917839587,0.624565423,0.274269283
930,Slovenia,2015,5.848,55,Central and Eastern Europe,5.740642071,10.42820835,0.901163757,70.0,0.896007299,0.004144723,0.892197907,0.644497395,0.26141873
931,Slovenia,2016,5.768,63,Central and Eastern Europe,5.936821461,10.45889568,0.934487343,70.17500305,0.903551102,-0.05846896,0.838474393,0.597172439,0.271624178
932,Slovenia,2017,5.758,62,Central and Eastern Europe,6.166837692,10.50527477,0.928187847,70.34999847,0.920862675,-0.028787615,0.828794718,0.582310796,0.285601437
933,Slovenia,2018,5.948,51,Central and Eastern Europe,6.249419212,10.54522896,0.940971196,70.52500153,0.942045867,-0.122956395,0.839252532,0.601195991,0.27548486
934,Slovenia,2019,6.118,44,Central and Eastern Europe,6.665273666,10.5721941,0.949402273,70.69999695,0.945430517,-0.106444225,0.785441816,0.621658623,0.227838457
935,Slovenia,2020,6.363,33,Central and Eastern Europe,6.462076187,10.5213213,0.953437507,70.875,0.958442569,-0.088533178,0.796557486,0.574927151,0.313852519
936,Slovenia,2021,6.461,29,Central and Eastern Europe,6.761220932,10.59754658,0.955252588,71.05000305,0.851086736,0.027393518,0.754198194,0.642823279,0.261042506
937,Slovenia,2022,6.63,22,Central and Eastern Europe,6.723397732,10.64416504,0.941756725,71.22499847,0.930381835,0.101480678,0.762208223,0.62466681,0.241570964
938,Somalia,2016,5.44,76,,4.667941093,6.981190205,0.594416559,48.5,0.917322814,0.07278128,0.44080174,0.772739649,0.193282232
939,South Africa,2013,4.963,96,Sub-Saharan Africa,3.660727262,9.548055649,0.839424491,52.29999924,0.714169025,-0.08629822,0.799543023,0.740163863,0.166549087
940,South Africa,2015,4.642,113,Sub-Saharan Africa,4.887325764,9.538723946,0.898096263,54.09999847,0.862449408,-0.135888189,0.85269475,0.716541946,0.160787657
941,South Africa,2016,4.459,116,Sub-Saharan Africa,4.769739628,9.535627365,0.875389755,54.625,0.774136424,-0.079577111,0.812858999,0.742890537,0.301327765
942,South Africa,2017,4.829,101,Sub-Saharan Africa,4.513655186,9.54326725,0.870313287,55.15000153,0.787427902,-0.138549432,0.864781916,0.708703458,0.268175244
943,South Africa,2018,4.724,105,Sub-Saharan Africa,4.8839221,9.546120644,0.841343999,55.67499924,0.752731323,-0.060820021,0.841192603,0.73595494,0.282708496
944,South Africa,2019,4.722,106,Sub-Saharan Africa,5.034863472,9.53619957,0.847719729,56.20000076,0.73833853,-0.144646704,0.819823623,0.727414131,0.268456221
945,South Africa,2020,4.814,109,Sub-Saharan Africa,4.946800709,9.458442688,0.891050339,56.72499847,0.756946266,-0.027118756,0.912407219,0.76058358,0.294276476
946,South Africa,2021,4.956,103,Sub-Saharan Africa,5.598653793,9.496415138,0.922238767,57.25,0.703564703,-0.145475447,0.891578615,0.78432101,0.172806978
947,South Korea,2013,6.267,41,East Asia,5.958809853,10.51924419,0.79669416,71.55999756,0.641884267,-0.053803358,0.831863225,0.588525295,0.188765511
948,South Korea,2015,5.984,47,East Asia,5.780211449,10.56691647,0.768350601,72.0,0.61584878,-0.039611675,0.840721607,0.560941756,0.244323716
949,South Korea,2016,5.835,57,East Asia,5.970564365,10.59199047,0.811163485,72.27500153,0.590956032,0.022317171,0.861816347,0.583131433,0.232732683
950,South Korea,2017,5.838,55,East Asia,5.873887062,10.6202879,0.806929946,72.55000305,0.538113713,0.010287372,0.850690424,0.545988142,0.234825626
951,South Korea,2018,5.875,57,East Asia,5.840231419,10.64461231,0.79772383,72.82499695,0.600161672,-0.093186624,0.796825886,0.578780234,0.217145726
952,South Korea,2019,5.895,54,East Asia,5.902816772,10.66332531,0.783160865,73.09999847,0.706032395,-0.059652969,0.71769613,0.593178034,0.235966519
953,South Korea,2020,5.872,61,East Asia,5.792695522,10.65482712,0.807952285,73.375,0.711480439,-0.110537827,0.664694011,0.549814105,0.247059658
954,South Korea,2021,5.845,62,East Asia,6.112745285,10.6972084,0.810740769,73.65000153,0.717086375,-0.031413686,0.685114563,0.566271067,0.22117126
955,South Korea,2022,5.935,59,East Asia,5.950013638,10.72598648,0.81003511,73.92500305,0.723479927,0.00342142,0.747344434,0.584980786,0.232855499
956,South Sudan,2016,3.832,143,,2.888112307,,0.532151818,53.17499924,0.439919025,,0.785317779,0.593741238,0.549256921
957,South Sudan,2017,3.591,147,,2.816622496,,0.556822658,53.34999847,0.456011087,,0.761269629,0.564999282,0.517363787
958,Spain,2013,6.322,38,Western Europe,6.150027275,10.4734354,0.928640485,71.36000061,0.759356439,-0.105330877,0.915822566,0.662719071,0.371839374
959,Spain,2015,6.329,36,Western Europe,6.380663395,10.52872944,0.95647186,71.59999847,0.73200047,-0.076273702,0.821664929,0.704702199,0.284693688
960,Spain,2016,6.361,37,Western Europe,6.318612099,10.55781078,0.941736817,71.72499847,0.768173754,-0.052054416,0.818558574,0.629933596,0.300829351
961,Spain,2017,6.403,34,Western Europe,6.230173111,10.58478832,0.903158188,71.84999847,0.755560756,-0.0361076,0.791268766,0.601178527,0.302387655
962,Spain,2018,6.31,36,Western Europe,6.513370991,10.60299587,0.910314679,71.97499847,0.7222507,-0.078989901,0.776504457,0.63557899,0.357190847
963,Spain,2019,6.354,30,Western Europe,6.457449436,10.61546421,0.949013472,72.09999847,0.777966738,-0.052578475,0.73033762,0.636199594,0.31551832
964,Spain,2020,6.401,28,Western Europe,6.502175331,10.49038219,0.934934676,72.22499847,0.783256531,-0.124827951,0.729977489,0.671131015,0.316617101
965,Spain,2021,6.491,27,Western Europe,6.469611168,10.54305172,0.926416755,72.34999847,0.781794965,-0.074128382,0.729346991,0.639074683,0.323980331
966,Spain,2022,6.476,29,Western Europe,6.336902142,10.58749199,0.933899879,72.47499847,0.781408846,0.00120831,0.673111916,0.635929227,0.319961518
967,Sri Lanka,2013,4.151,137,South Asia,4.364694118,9.342610359,0.809175253,65.63999939,0.834020317,0.262438327,0.842013538,0.775873661,0.20812951
968,Sri Lanka,2015,4.271,132,South Asia,4.611606598,9.427107811,0.862500072,66.59999847,0.902074754,0.312884927,0.859470963,0.789435446,0.234751269
969,Sri Lanka,2017,4.44,120,South Asia,4.330945492,9.516662598,0.822770596,66.80000305,0.827077389,0.085094735,0.844210029,0.728681266,0.269727528
970,Sri Lanka,2018,4.471,116,South Asia,4.435023785,9.529016495,0.832882166,66.90000153,0.858873606,0.098038562,0.855907619,0.773361444,0.301813632
971,Sri Lanka,2019,4.366,130,South Asia,4.213299274,9.520689964,0.814939141,67.0,0.824277341,0.044960734,0.863342285,0.753170788,0.314542711
972,Sri Lanka,2020,4.327,130,South Asia,4.778489113,9.480043411,0.842499971,67.09999847,0.803484857,-0.048394185,0.768454254,0.758137345,0.285134345
973,Sri Lanka,2021,4.325,129,South Asia,4.10344696,9.502015114,0.812373936,67.19999695,0.771430016,-0.011509877,0.848541498,0.733172596,0.311583638
974,Sweden,2013,7.48,5,Western Europe,7.434010506,10.78853893,0.915648043,71.31999969,0.935910523,0.155657694,0.324481547,0.781510413,0.184420303
975,Sweden,2015,7.364,8,Western Europe,7.28892231,10.83818722,0.929459989,71.40000153,0.935072064,0.20791176,0.231964141,0.766197622,0.190991774
976,Sweden,2016,7.291,10,Western Europe,7.368744373,10.84611702,0.912060678,71.52500153,0.918036401,0.142463297,0.246182442,0.752162457,0.200606912
977,Sweden,2017,7.284,10,Western Europe,7.286804676,10.85799789,0.914016783,71.65000153,0.934582114,0.166993141,0.239366919,0.756171644,0.175066829
978,Sweden,2018,7.314,9,Western Europe,7.374792099,10.86569405,0.93067956,71.77500153,0.941724658,0.07340049,0.262796581,0.746743917,0.160755426
979,Sweden,2019,7.343,7,Western Europe,7.398092747,10.87522411,0.93364507,71.90000153,0.941515207,0.08712472,0.250087917,0.774585247,0.201999709
980,Sweden,2020,7.353,7,Western Europe,7.314341068,10.84605598,0.93558234,72.02500153,0.951181591,0.085886888,0.203440145,0.717195928,0.22193329
981,Sweden,2021,7.363,7,Western Europe,7.439280033,10.88955498,0.931819558,72.15000153,0.953379214,0.174091205,0.191473097,0.762894452,0.190008253
982,Sweden,2022,7.384,7,Western Europe,7.431214333,10.91266155,0.949338436,72.27500153,0.939461946,0.234011218,0.213236347,0.750373483,0.163275763
983,Switzerland,2015,7.587,1,Western Europe,7.572136879,11.12960148,0.93833375,71.69999695,0.927802444,0.102211401,0.209533513,0.794053614,0.165759072
984,Switzerland,2016,7.509,2,Western Europe,7.458519936,11.1391573,0.927628279,71.90000153,0.933947086,0.081479639,0.301562965,0.758317292,0.206316724
985,Switzerland,2017,7.494,4,Western Europe,7.473593235,11.14336205,0.949661374,72.09999847,0.924996912,0.173113212,0.316183478,0.733584106,0.195871487
986,Switzerland,2018,7.487,5,Western Europe,7.508586884,11.16419792,0.930290997,72.30000305,0.926414549,0.094202042,0.301259965,0.755630374,0.191520154
987,Switzerland,2019,7.48,6,Western Europe,7.69422102,11.16841984,0.948512852,72.5,0.913166702,0.029311452,0.293700755,0.742527902,0.170761779
988,Switzerland,2020,7.56,3,Western Europe,7.508435249,11.13707161,0.946316481,72.69999695,0.917343259,-0.072107695,0.280367136,0.730246305,0.19322899
989,Switzerland,2021,7.571,3,Western Europe,7.327672482,11.17089748,0.934393048,72.90000153,0.907875359,0.024104627,0.286672562,0.74678129,0.182606846
990,Switzerland,2022,7.512,4,Western Europe,6.883844376,11.18412018,0.880787432,73.09999847,0.848361075,0.128131226,0.234620094,0.710059524,0.179944366
991,Syria,2013,3.892,148,,2.687552929,8.418934822,0.585450053,59.81999969,0.45488289,0.221554503,0.663430989,0.353619248,0.622229934
992,Syria,2015,3.006,156,,3.46191287,8.492067337,0.463912874,56.29999924,0.448270857,0.038870115,0.685236931,0.363018543,0.642588735
993,Tajikistan,2013,4.38,125,Commonwealth of Independent States,4.966521263,7.916160107,0.700642824,61.20000076,0.693119764,0.058206622,0.76423651,0.578209102,0.169620931
994,Tajikistan,2015,4.786,106,Commonwealth of Independent States,5.124210835,7.992942333,0.843932509,61.40000153,0.84654212,0.016705303,0.741689622,0.633298099,0.195661336
995,Tajikistan,2016,4.996,100,Commonwealth of Independent States,5.103721142,8.036323547,0.856656969,61.54999924,0.703026891,0.004177582,0.631887853,0.587447524,0.219799668
996,Tajikistan,2017,5.041,96,Commonwealth of Independent States,5.829234123,8.082228661,0.662693322,61.70000076,0.832002461,0.11894881,0.71833688,0.580617487,0.277725339
997,Tajikistan,2018,5.352,80,Commonwealth of Independent States,5.497468948,8.133027077,0.875243485,61.84999847,,-0.070536941,0.577945948,0.63173908,0.219793811
998,Tajikistan,2019,5.467,74,Commonwealth of Independent States,5.464015484,8.181798935,0.87982291,62.0,,-0.050671123,0.490029365,0.663062751,0.178497195
999,Tajikistan,2020,5.556,71,Commonwealth of Independent States,5.373398781,8.203014374,0.789744556,62.15000153,,-0.051335339,0.549786448,0.651893914,0.344161272
1000,Tajikistan,2021,5.466,78,Commonwealth of Independent States,5.286824226,8.269582748,0.882888913,62.29999924,,-0.068064049,0.498924732,0.655013323,0.240199998
1001,Tanzania,2013,3.77,151,Sub-Saharan Africa,3.852394819,7.683146954,0.803418577,55.38000107,0.654182136,0.053889256,0.859005868,0.707001388,0.19128789
1002,Tanzania,2015,3.781,146,Sub-Saharan Africa,3.660597324,7.743546486,0.79026258,56.70000076,0.758684695,0.148424551,0.906422615,0.606502652,0.191747963
1003,Tanzania,2016,3.666,149,Sub-Saharan Africa,2.90273428,7.775247097,0.63775593,57.15000153,0.77548492,0.1788214,0.739247262,0.649170816,0.245985955
1004,Tanzania,2017,3.349,153,Sub-Saharan Africa,3.347121239,7.80724287,0.705010295,57.59999847,0.800495505,0.11580196,0.653606057,0.662317872,0.255335689
1005,Tanzania,2018,3.303,153,Sub-Saharan Africa,3.445023298,7.828423023,0.6753304,58.04999924,0.807142138,0.153607219,0.611534059,0.701750636,0.221005499
1006,Tanzania,2019,3.231,153,Sub-Saharan Africa,3.640154839,7.85463953,0.687267542,58.5,0.850132525,0.100826584,0.589293599,0.679453611,0.243097946
1007,Tanzania,2020,3.476,148,Sub-Saharan Africa,3.785684109,7.844321728,0.739817083,58.95000076,0.830343485,0.296098918,0.520631671,0.667273879,0.271117926
1008,Tanzania,2021,3.623,142,Sub-Saharan Africa,3.68056798,7.856203079,0.618984401,59.40000153,0.821772814,0.113438092,0.546387076,0.648245037,0.246362492
1009,Tanzania,2022,3.702,139,Sub-Saharan Africa,3.615845203,7.871555328,0.600180984,59.84999847,0.856139898,0.136041611,0.584417045,0.707061291,0.195128813
1010,Thailand,2013,6.371,36,Southeast Asia,6.231024742,9.644870758,0.926377833,67.63999939,0.781081975,0.454450846,0.925430059,0.781871855,0.140830517
1011,Thailand,2015,6.455,34,Southeast Asia,6.201762676,9.675292015,0.866324544,68.0,0.884916544,0.314282238,0.913651109,0.883586407,0.174081355
1012,Thailand,2016,6.474,33,Southeast Asia,6.07363987,9.704628944,0.907543659,68.07499695,0.924145699,0.354074776,0.877978384,0.810856104,0.217879668
1013,Thailand,2017,6.424,32,Southeast Asia,5.938895226,9.741441727,0.877268732,68.15000153,0.922896802,0.210786507,0.883816779,0.775898397,0.231597617
1014,Thailand,2018,6.072,46,Southeast Asia,6.011561871,9.779569626,0.873052418,68.22499847,0.90482825,0.257063568,0.906596005,0.782850683,0.198190212
1015,Thailand,2019,6.008,52,Southeast Asia,6.02215147,9.798331261,0.903051019,68.30000305,0.898244619,0.307165354,0.87703979,0.791796386,0.208183601
1016,Thailand,2020,5.999,54,Southeast Asia,5.884544373,9.732022285,0.866702616,68.375,0.840463281,0.272304952,0.918340027,0.770296693,0.326168567
1017,Thailand,2021,5.985,54,Southeast Asia,5.638096809,9.745490074,0.882821918,68.44999695,0.835590303,0.292775661,0.943129361,0.71892941,0.297737539
1018,Thailand,2022,5.891,61,Southeast Asia,6.007117271,9.777226448,0.866995156,68.52500153,0.880613744,0.301083535,0.867953539,0.773228884,0.218288258
1019,Togo,2015,2.839,158,Sub-Saharan Africa,3.768301964,7.540040016,0.478593409,54.20000076,0.771577239,-0.088980012,0.733261764,0.59704268,0.415780723
1020,Togo,2016,3.303,155,Sub-Saharan Africa,3.878578424,7.569278717,0.509440958,54.70000076,0.730286777,-0.027281882,0.815044165,0.610478222,0.482885897
1021,Togo,2017,3.495,150,Sub-Saharan Africa,4.360805035,7.587156773,0.507805228,55.20000076,0.716694415,-0.062541232,0.725519598,0.614387572,0.425824255
1022,Togo,2018,3.999,139,Sub-Saharan Africa,4.022894859,7.611330509,0.596353889,55.70000076,0.611966252,-0.027302342,0.808537722,0.601868391,0.446454376
1023,Togo,2019,4.085,139,Sub-Saharan Africa,4.179493904,7.640375137,0.53870219,56.20000076,0.617419779,0.044211332,0.736675024,0.606394589,0.443869889
1024,Togo,2021,4.107,136,Sub-Saharan Africa,4.036543846,7.661435127,0.603399694,57.20000076,0.618520677,0.040942594,0.765818477,0.627953172,0.417280585
1025,Togo,2022,4.112,135,Sub-Saharan Africa,4.238982201,7.685194492,0.57893008,57.70000076,0.695722461,0.006935479,0.713181138,0.593969762,0.41426459
1026,Trinidad and Tobago,2013,6.519,31,,6.167706966,10.29314804,0.883180499,64.44000244,0.846941471,0.123256274,0.947674036,0.763941884,0.285929441
1027,Trinidad and Tobago,2017,6.168,38,,6.191859722,10.17404556,0.916029036,65.69999695,0.859140456,0.01170763,0.911336362,0.763025999,0.248098806
1028,Tunisia,2013,4.826,104,Middle East and North Africa,5.245604992,9.265080452,0.647967458,66.54000092,0.536287725,-0.211687595,0.886026919,0.434686065,0.23915638
1029,Tunisia,2015,4.739,107,Middle East and North Africa,5.131611824,9.282613754,0.60947001,66.69999695,0.711373389,-0.230600506,0.814824998,0.513881803,0.319542259
1030,Tunisia,2016,5.045,98,Middle East and North Africa,4.521453381,9.282727242,0.701822102,66.75,0.614438355,-0.169491678,0.810745656,0.531927884,0.378108263
1031,Tunisia,2017,4.805,102,Middle East and North Africa,4.124342918,9.29421711,0.717381597,66.80000305,0.477956653,-0.223429456,0.868826747,0.366641402,0.377196848
1032,Tunisia,2018,4.592,111,Middle East and North Africa,4.741132259,9.309548378,0.732953548,66.84999847,0.649680078,-0.195936218,0.84011662,0.535870433,0.365014285
1033,Tunisia,2019,4.461,124,Middle East and North Africa,4.315479755,9.314774513,0.609589279,66.90000153,0.659331739,-0.214174494,0.88890475,0.458863199,0.433413476
1034,Tunisia,2020,4.392,128,Middle East and North Africa,4.730811119,9.215332031,0.719013214,66.94999695,0.667758107,-0.203692898,0.877354085,0.519344747,0.438774347
1035,Tunisia,2021,4.596,122,Middle East and North Africa,4.49948597,9.249362946,0.711321533,67.0,0.591229916,-0.203170478,0.932745636,0.451362312,0.335503727
1036,Tunisia,2022,4.516,120,Middle East and North Africa,4.260868073,9.265902519,0.754739821,67.05000305,0.474189252,-0.230852157,0.908436537,0.458278269,0.303687036
1037,Turkiye,2013,5.345,77,,4.888177395,10.08216667,0.795451164,67.37999725,0.540723383,-0.23243539,0.698064804,0.551321387,0.391873837
1038,Turkiye,2015,5.332,76,,5.514465332,10.15013885,0.851224601,67.69999695,0.653196752,-0.018882724,0.806076229,0.390979111,0.382290989
1039,Turkiye,2016,5.389,78,,5.326221943,10.16573524,0.879994631,67.875,0.64414674,-0.067680292,0.763706565,0.413586646,0.389962941
1040,Turkiye,2017,5.5,69,,5.607262135,10.22494888,0.876467824,68.05000305,0.644434214,-0.240131393,0.670910537,0.39316678,0.312846124
1041,Turkiye,2018,5.483,74,,5.185689449,10.2455864,0.847027302,68.22499847,0.528629065,-0.179061726,0.804878533,0.37929222,0.350773096
